"","Ubigeo","Distrito","por_ur"
"8101","210402","Dpto. Puno   Prov. Chucuito   Dist. Desaguadero",71.79
"8106","210403","Dpto. Puno   Prov. Chucuito   Dist. Huacullani",19.31
"8111","210404","Dpto. Puno   Prov. Chucuito   Dist. Kelluyo",17.8
"8116","210405","Dpto. Puno   Prov. Chucuito   Dist. Pisacoma",24.91
"8121","210406","Dpto. Puno   Prov. Chucuito   Dist. Pomata",9.99
"8126","210407","Dpto. Puno   Prov. Chucuito   Dist. Zepita",12.03
"8131","210501","Dpto. Puno   Prov. El Collao   Dist. Ilave",40.92
"8136","210502","Dpto. Puno   Prov. El Collao   Dist. Capazo",7.98
"8141","210503","Dpto. Puno   Prov. El Collao   Dist. Pilcuyo",9.7
"8146","210504","Dpto. Puno   Prov. El Collao   Dist. Santa Rosa",18.39
"8151","210505","Dpto. Puno   Prov. El Collao   Dist. Conduriri",11.22
"8156","210601","Dpto. Puno   Prov. Huancane   Dist. Huancane",34.77
"8161","210602","Dpto. Puno   Prov. Huancane   Dist. Cojata",24.85
"8166","210603","Dpto. Puno   Prov. Huancane   Dist. Huatasani",47.31
"8171","210604","Dpto. Puno   Prov. Huancane   Dist. Inchupalla",7.45
"8176","210605","Dpto. Puno   Prov. Huancane   Dist. Pusi",12.71
"8181","210606","Dpto. Puno   Prov. Huancane   Dist. Rosaspata",8.48
"8186","210607","Dpto. Puno   Prov. Huancane   Dist. Taraco",9.46
"8191","210608","Dpto. Puno   Prov. Huancane   Dist. Vilque Chico",5.36
"8196","210701","Dpto. Puno   Prov. Lampa   Dist. Lampa",43.68
"8201","210702","Dpto. Puno   Prov. Lampa   Dist. Cabanilla",16.06
"8206","210703","Dpto. Puno   Prov. Lampa   Dist. Calapuja",25.1
"8211","210704","Dpto. Puno   Prov. Lampa   Dist. Nicasio",24.64
"8216","210705","Dpto. Puno   Prov. Lampa   Dist. Ocuviri",31
"8221","210706","Dpto. Puno   Prov. Lampa   Dist. Palca",32.01
"8226","210707","Dpto. Puno   Prov. Lampa   Dist. Paratia",34.39
"8231","210708","Dpto. Puno   Prov. Lampa   Dist. Pucara",35.08
"8236","210709","Dpto. Puno   Prov. Lampa   Dist. Santa Lucia",65.59
"8241","210710","Dpto. Puno   Prov. Lampa   Dist. Vilavila",41.6
"8246","210801","Dpto. Puno   Prov. Melgar   Dist. Ayaviri",83.3
"8251","210802","Dpto. Puno   Prov. Melgar   Dist. Antauta",44.3
"8256","210803","Dpto. Puno   Prov. Melgar   Dist. Cupi",12.33
"8261","210804","Dpto. Puno   Prov. Melgar   Dist. Llalli",51.34
"8266","210805","Dpto. Puno   Prov. Melgar   Dist. Macari",30.06
"8271","210806","Dpto. Puno   Prov. Melgar   Dist. Nu<U+00F1>oa",45.63
"8276","210807","Dpto. Puno   Prov. Melgar   Dist. Orurillo",11.08
"8281","210808","Dpto. Puno   Prov. Melgar   Dist. Santa Rosa",41.13
"8286","210809","Dpto. Puno   Prov. Melgar   Dist. Umachiri",15.45
"8291","210901","Dpto. Puno   Prov. Moho   Dist. Moho",27.7
"8296","210902","Dpto. Puno   Prov. Moho   Dist. Conima",22.83
"8301","210903","Dpto. Puno   Prov. Moho   Dist. Huayrapata",42.61
"8306","210904","Dpto. Puno   Prov. Moho   Dist. Tilali",21.15
"8311","211001","Dpto. Puno   Prov. San Antonio de Putina   Dist. Putina",68.86
"8316","211002","Dpto. Puno   Prov. San Antonio de Putina   Dist. Ananea",82.18
"8321","211003","Dpto. Puno   Prov. San Antonio de Putina   Dist. Pedro Vilca Apaza",13.4
"8326","211004","Dpto. Puno   Prov. San Antonio de Putina   Dist. Quilcapuncu",33.89
"8331","211005","Dpto. Puno   Prov. San Antonio de Putina   Dist. Sina",24.66
"8336","211101","Dpto. Puno   Prov. San Roman   Dist. Juliaca",96.26
"8341","211102","Dpto. Puno   Prov. San Roman   Dist. Cabana",18.76
"8346","211103","Dpto. Puno   Prov. San Roman   Dist. Cabanillas",44.17
"8351","211104","Dpto. Puno   Prov. San Roman   Dist. Caracoto",12.91
"8356","211201","Dpto. Puno   Prov. Sandia   Dist. Sandia",32.31
"8361","211202","Dpto. Puno   Prov. Sandia   Dist. Cuyocuyo",24.84
"8366","211203","Dpto. Puno   Prov. Sandia   Dist. Limbani",45.66
"8371","211204","Dpto. Puno   Prov. Sandia   Dist. Patambuco",10.67
"8376","211205","Dpto. Puno   Prov. Sandia   Dist. Phara",25.73
"8381","211206","Dpto. Puno   Prov. Sandia   Dist. Quiaca",16.53
"8386","211207","Dpto. Puno   Prov. Sandia   Dist. San Juan Del Oro",39.1
"8391","211208","Dpto. Puno   Prov. Sandia   Dist. Yanahuaya",53.4
"8396","211209","Dpto. Puno   Prov. Sandia   Dist. Alto Inambari",14.7
"8401","211210","Dpto. Puno   Prov. Sandia   Dist. San Pedro de Putina Punco",14.58
"8406","211301","Dpto. Puno   Prov. Yunguyo   Dist. Yunguyo",42.07
"8411","211302","Dpto. Puno   Prov. Yunguyo   Dist. Anapia",66.83
"8416","211303","Dpto. Puno   Prov. Yunguyo   Dist. Copani",10.03
"8421","211304","Dpto. Puno   Prov. Yunguyo   Dist. Cuturapi",40.55
"8426","211305","Dpto. Puno   Prov. Yunguyo   Dist. Ollaraya",8.81
"8431","211306","Dpto. Puno   Prov. Yunguyo   Dist. Tinicachi",65.91
"8436","211307","Dpto. Puno   Prov. Yunguyo   Dist. Unicachi",36.18
"8441","220101","Dpto. San Martin   Prov. Moyobamba   Dist. Moyobamba",65.63
"8446","220102","Dpto. San Martin   Prov. Moyobamba   Dist. Calzada",66.7
"8451","220103","Dpto. San Martin   Prov. Moyobamba   Dist. Habana",70.1
"8456","220104","Dpto. San Martin   Prov. Moyobamba   Dist. Jepelacio",36.36
"8461","220105","Dpto. San Martin   Prov. Moyobamba   Dist. Soritor",57.91
"8466","220106","Dpto. San Martin   Prov. Moyobamba   Dist. Yantalo",57.14
"8471","220201","Dpto. San Martin   Prov. Bellavista   Dist. Bellavista",84.51
"8476","220202","Dpto. San Martin   Prov. Bellavista   Dist. Alto Biavo",41.37
"8481","220203","Dpto. San Martin   Prov. Bellavista   Dist. Bajo Biavo",16.56
"8486","220204","Dpto. San Martin   Prov. Bellavista   Dist. Huallaga",32.89
"8491","220205","Dpto. San Martin   Prov. Bellavista   Dist. San Pablo",65.31
"8496","220206","Dpto. San Martin   Prov. Bellavista   Dist. San Rafael",71.01
"8501","220301","Dpto. San Martin   Prov. El Dorado   Dist. San Jose de Sisa",61.18
"8506","220302","Dpto. San Martin   Prov. El Dorado   Dist. Agua Blanca",53.72
"8511","220303","Dpto. San Martin   Prov. El Dorado   Dist. San Martin",22.94
"8516","220304","Dpto. San Martin   Prov. El Dorado   Dist. Santa Rosa",4.38
"8521","220305","Dpto. San Martin   Prov. El Dorado   Dist. Shatoja",47.05
"8526","220401","Dpto. San Martin   Prov. Huallaga   Dist. Saposoa",58.11
"8531","220402","Dpto. San Martin   Prov. Huallaga   Dist. Alto Saposoa",46.46
"8536","220403","Dpto. San Martin   Prov. Huallaga   Dist. El Eslab<U+00F3>n",48.15
"8541","220404","Dpto. San Martin   Prov. Huallaga   Dist. Piscoyacu",50.55
"8546","220405","Dpto. San Martin   Prov. Huallaga   Dist. Sacanche",46.99
"8551","220406","Dpto. San Martin   Prov. Huallaga   Dist. Tingo de Saposoa",88.35
"8556","220501","Dpto. San Martin   Prov. Lamas   Dist. Lamas",81.74
"8561","220502","Dpto. San Martin   Prov. Lamas   Dist. Alonso De Alvarado",38.35
"8566","220503","Dpto. San Martin   Prov. Lamas   Dist. Barranquita",34.93
"8571","220504","Dpto. San Martin   Prov. Lamas   Dist. Caynarachi",47.61
"8576","220505","Dpto. San Martin   Prov. Lamas   Dist. Cu<U+00F1>umbuqui",24.28
"8581","220506","Dpto. San Martin   Prov. Lamas   Dist. Pinto Recodo",21.3
"8586","220507","Dpto. San Martin   Prov. Lamas   Dist. Rumisapa",45.1
"8591","220508","Dpto. San Martin   Prov. Lamas   Dist. San Roque de Cumbaza",42.9
"8596","220509","Dpto. San Martin   Prov. Lamas   Dist. Shanao",40.65
"8601","220510","Dpto. San Martin   Prov. Lamas   Dist. Tabalosos",72.39
"8606","220511","Dpto. San Martin   Prov. Lamas   Dist. Zapatero",15.35
"8611","220601","Dpto. San Martin   Prov. Mariscal C<U+00E1>ceres   Dist. Juanjui",88.71
"8616","220602","Dpto. San Martin   Prov. Mariscal C<U+00E1>ceres   Dist. Campanilla",25.59
"8621","220603","Dpto. San Martin   Prov. Mariscal C<U+00E1>ceres   Dist. Huicungo",45.96
"8626","220604","Dpto. San Martin   Prov. Mariscal C<U+00E1>ceres   Dist. Pachiza",39.32
"8631","220605","Dpto. San Martin   Prov. Mariscal C<U+00E1>ceres   Dist. Pajarillo",17.82
"8636","220701","Dpto. San Martin   Prov. Picota   Dist. Picota",81.99
"8641","220702","Dpto. San Martin   Prov. Picota   Dist. Buenos Aires",38.19
"8646","220703","Dpto. San Martin   Prov. Picota   Dist. Caspisapa",78.65
"8651","220704","Dpto. San Martin   Prov. Picota   Dist. Pilluana",94.49
"8656","220705","Dpto. San Martin   Prov. Picota   Dist. Pucacaca",70.02
"8661","220706","Dpto. San Martin   Prov. Picota   Dist. San Cristobal",92.38
"8666","220707","Dpto. San Martin   Prov. Picota   Dist. San Hilarion",71.14
"8671","220708","Dpto. San Martin   Prov. Picota   Dist. Shamboyacu",36.5
"8676","220709","Dpto. San Martin   Prov. Picota   Dist. Tingo de Ponasa",59.79
"8681","220710","Dpto. San Martin   Prov. Picota   Dist. Tres Unidos",49.17
"8686","220801","Dpto. San Martin   Prov. Rioja   Dist. Rioja",88.9
"8691","220802","Dpto. San Martin   Prov. Rioja   Dist. Awajun",30.91
"8696","220803","Dpto. San Martin   Prov. Rioja   Dist. Elias Soplin Vargas",65.65
"8701","220804","Dpto. San Martin   Prov. Rioja   Dist. Nueva Cajamarca",80.84
"8706","220805","Dpto. San Martin   Prov. Rioja   Dist. Pardo Miguel",53.41
"8711","220806","Dpto. San Martin   Prov. Rioja   Dist. Posic",77.32
"8716","220807","Dpto. San Martin   Prov. Rioja   Dist. San Fernando",51.72
"8721","220808","Dpto. San Martin   Prov. Rioja   Dist. Yorongos",70.59
"8726","220809","Dpto. San Martin   Prov. Rioja   Dist. Yuracyacu",81.39
"8731","220901","Dpto. San Martin   Prov. San Martin   Dist. Tarapoto",99.32
"8736","220902","Dpto. San Martin   Prov. San Martin   Dist. Alberto Leveau",53.57
"8741","220903","Dpto. San Martin   Prov. San Martin   Dist. Cacatachi",81.6
"8746","220904","Dpto. San Martin   Prov. San Martin   Dist. Chazuta",66.47
"8751","220905","Dpto. San Martin   Prov. San Martin   Dist. Chipurana",78.03
"8756","220906","Dpto. San Martin   Prov. San Martin   Dist. El Porvenir",50.48
"8761","220907","Dpto. San Martin   Prov. San Martin   Dist. Huimbayoc",50.79
"8766","220908","Dpto. San Martin   Prov. San Martin   Dist. Juan Guerra",94.57
"8771","220909","Dpto. San Martin   Prov. San Martin   Dist. La Banda de Shilcayo",90.96
"8776","220910","Dpto. San Martin   Prov. San Martin   Dist. Morales",97.08
"8781","220911","Dpto. San Martin   Prov. San Martin   Dist. Papaplaya",47.49
"8786","220912","Dpto. San Martin   Prov. San Martin   Dist. San Antonio",95
"8791","220913","Dpto. San Martin   Prov. San Martin   Dist. Sauce",79.85
"8796","220914","Dpto. San Martin   Prov. San Martin   Dist. Shapaja",91.48
"8801","221001","Dpto. San Martin   Prov. Tocache   Dist. Tocache",67.54
"8806","221002","Dpto. San Martin   Prov. Tocache   Dist. Nuevo Progreso",26.61
"8811","221003","Dpto. San Martin   Prov. Tocache   Dist. Polvora",28.81
"8816","221004","Dpto. San Martin   Prov. Tocache   Dist. Shunte",24.25
"8821","221005","Dpto. San Martin   Prov. Tocache   Dist. Uchiza",53.4
"8826","230101","Dpto. Tacna   Prov. Tacna   Dist. Tacna",93.57
"8831","230102","Dpto. Tacna   Prov. Tacna   Dist. Alto de la Alianza",98.24
"8836","230103","Dpto. Tacna   Prov. Tacna   Dist. Calana",15.24
"8841","230104","Dpto. Tacna   Prov. Tacna   Dist. Ciudad Nueva",99.98
"8846","230105","Dpto. Tacna   Prov. Tacna   Dist. Inclan",20.32
"8851","230106","Dpto. Tacna   Prov. Tacna   Dist. Pachia",19.54
"8856","230107","Dpto. Tacna   Prov. Tacna   Dist. Palca",12.52
"8861","230108","Dpto. Tacna   Prov. Tacna   Dist. Pocollay",94.62
"8866","230109","Dpto. Tacna   Prov. Tacna   Dist. Sama",70.55
"8871","230110","Dpto. Tacna   Prov. Tacna   Dist. Coronel Gregorio Albarracin Lanchipa",99.81
"8876","230201","Dpto. Tacna   Prov. Candarave   Dist. Candarave",60.84
"8881","230202","Dpto. Tacna   Prov. Candarave   Dist. Cairani",63.69
"8886","230203","Dpto. Tacna   Prov. Candarave   Dist. Camilaca",63.92
"8891","230204","Dpto. Tacna   Prov. Candarave   Dist. Curibaya",66.5
"8896","230205","Dpto. Tacna   Prov. Candarave   Dist. Huanuara",91.13
"8901","230206","Dpto. Tacna   Prov. Candarave   Dist. Quilahuani",59.87
"8906","230301","Dpto. Tacna   Prov. Jorge Basadre   Dist. Locumba",45.99
"8911","230302","Dpto. Tacna   Prov. Jorge Basadre   Dist. Ilabaya",81.45
"8916","230303","Dpto. Tacna   Prov. Jorge Basadre   Dist. Ite",48.92
"8921","230401","Dpto. Tacna   Prov. Tarata   Dist. Tarata",79.48
"8926","230402","Dpto. Tacna   Prov. Tarata   Dist. Heroes Albarracin",46.69
"8931","230403","Dpto. Tacna   Prov. Tarata   Dist. Estique",47.55
"8936","230404","Dpto. Tacna   Prov. Tarata   Dist. Estique-Pampa",97.57
"8941","230405","Dpto. Tacna   Prov. Tarata   Dist. Sitajara",80.54
"8946","230406","Dpto. Tacna   Prov. Tarata   Dist. Susapaya",77.59
"8951","230407","Dpto. Tacna   Prov. Tarata   Dist. Tarucachi",95.85
"8956","230408","Dpto. Tacna   Prov. Tarata   Dist. Ticaco",90.92
"8961","240101","Dpto. Tumbes   Prov. Tumbes   Dist. Tumbes",99.61
"8966","240102","Dpto. Tumbes   Prov. Tumbes   Dist. Corrales",94.14
"8971","240103","Dpto. Tumbes   Prov. Tumbes   Dist. La Cruz",95.64
"8976","240104","Dpto. Tumbes   Prov. Tumbes   Dist. Pampas de Hospital",39.32
"8981","240105","Dpto. Tumbes   Prov. Tumbes   Dist. San Jacinto",48.59
"8986","240106","Dpto. Tumbes   Prov. Tumbes   Dist. San Juan de La Virgen",65.07
"8991","240201","Dpto. Tumbes   Prov. Contralmirante Villar   Dist. Zorritos",92.34
"8996","240202","Dpto. Tumbes   Prov. Contralmirante Villar   Dist. Casitas",15.72
"9001","240203","Dpto. Tumbes   Prov. Contralmirante Villar   Dist. Canoas de Punta Sal",77.35
"9006","240301","Dpto. Tumbes   Prov. Zarumilla   Dist. Zarumilla",99.32
"9011","240302","Dpto. Tumbes   Prov. Zarumilla   Dist. Aguas Verdes",91.14
"9016","240303","Dpto. Tumbes   Prov. Zarumilla   Dist. Matapalo",21.88
"9021","240304","Dpto. Tumbes   Prov. Zarumilla   Dist. Papayal",81.17
"9026","250101","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Calleria",93.04
"9031","250102","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Campoverde",31.49
"9036","250103","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Iparia",4.29
"9041","250104","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Masisea",22.46
"9046","250105","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Yarinacocha",90.87
"9051","250106","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Nueva Requena",38.95
"9056","250107","Dpto. Ucayali   Prov. Coronel Portillo   Dist. Manantay",95.9
"9061","250201","Dpto. Ucayali   Prov. Atalaya   Dist. Raymondi",38.55
"9066","250202","Dpto. Ucayali   Prov. Atalaya   Dist. Sepahua",46.1
"9071","250203","Dpto. Ucayali   Prov. Atalaya   Dist. Tahuania",16.31
"9076","250204","Dpto. Ucayali   Prov. Atalaya   Dist. Yurua",14.59
"9081","250301","Dpto. Ucayali   Prov. Padre Abad   Dist. Padre Abad",61.24
"9086","250302","Dpto. Ucayali   Prov. Padre Abad   Dist. Irazola",48.16
"9091","250303","Dpto. Ucayali   Prov. Padre Abad   Dist. Curimana",31.72
"9096","250401","Dpto. Ucayali   Prov. Purus   Dist. Purus",33.4
